Record	Species	Country	Locality	Latitude Y	Longitude X	Reliability	host	year	authority
26878	Rhipicephalus glabroscutatum	RSA	Steytlerville	-33.33333333	24.35	A1	"sheep, goats"	1962	229
26879	Rhipicephalus glabroscutatum	RSA	"Table Farm, Albany"	-33.25	26.41666667	A1	goats	1938	229
26880	Rhipicephalus glabroscutatum	RSA	Uitenhage	-33.75	25.4	A1	"sheep, goats"	1962	229
26881	Rhipicephalus glabroscutatum	RSA	"Ulster Farm, Great Fish Valley"	-33.16666667	26.65	A1	Tragelaphus strepsiceros (kudu)	1977	229
26882	Rhipicephalus guilhoni	Burkina Faso	Kotedougou (Bobo)	11.2	-4.133333333	G1	Neotis caffra	1955	121
26883	Rhipicephalus guilhoni	Burkina Faso	Koumbara (Tougan)	12.9	-3.4	G1	Lepus sp.	1954	121
26884	Rhipicephalus guilhoni	Burkina Faso	Ouakuy (Hounde)	11.68333333	-3.633333333	G1	Hippotragus equinus	1949	121
26885	Rhipicephalus guilhoni	Burkina Faso	Pe (Koumbia)	11.3	-3.533333333	G1	Phacochoerus aethiopicus	1949	121
26886	Rhipicephalus guilhoni	Cameroon	Fort-Foureau	12.08333333	15.03333333	G1	"Kobus unctuosus, Adenota kob, warthog, cattle"	"1953, 1954, 1957, 1958, 1959"	123
26887	Rhipicephalus guilhoni	Cameroon	Maroua	10.6	14.33333333	G1	"Caracal, Ardeotis arabs, Neotis dendhami, kob, Atelerix albiventris, Ictonyx striatus, cattle, cat, Damaliscus korrigum, Hippotragus equinus, Gazella rufifrons, Ephippiorhynchus senegalensis, Leptopilos crumenifer, Arvicanthis niloticus, Xerus erythropus"	"1959, 1960"	123
26888	Rhipicephalus guilhoni	Cameroon	Mindif (Maroua)	10.4	14.43333333	G1	Felis libyca	1959	123
26889	Rhipicephalus guilhoni	Cameroon	Sagme	12.55	14.25	G1	cattle	"1957, 1958"	123
26890	Rhipicephalus guilhoni	Cameroon	Wasa (Vaza)	10.35	14.33333333	G1	"Arvicanthis niloticus, Giraffa cameleopardis, Struthio camelus"	"1959, 1960, 1961"	123
26891	Rhipicephalus guilhoni	CAR	Bozo	5.133333333	18.48333333	A1	on vegetation	1974-1987	244
26892	Rhipicephalus guilhoni	Mali	not given	14.5704	-11.3912	M2	not individually recorded	1977-1981	183
26893	Rhipicephalus guilhoni	Mali	not given	14.3626	-11.098	M2	not individually recorded	1977-1981	183
26894	Rhipicephalus guilhoni	Mali	not given	13.7392	-9.5452	M2	not individually recorded	1977-1981	183
26895	Rhipicephalus guilhoni	Mali	not given	15.207	-7.2099	M2	not individually recorded	1977-1981	183
26896	Rhipicephalus guilhoni	Mali	not given	15.1014	-6.7008	M2	not individually recorded	1977-1981	183
26897	Rhipicephalus guilhoni	Mali	not given	14.7968	-6.1296	M2	not individually recorded	1977-1981	183
26898	Rhipicephalus guilhoni	Mali	not given	14.813	-5.8191	M2	not individually recorded	1977-1981	183
26899	Rhipicephalus guilhoni	Mali	not given	15.1427	-5.4305	M2	not individually recorded	1977-1981	183
26900	Rhipicephalus guilhoni	Mali	not given	14.8521	-4.4074	M2	not individually recorded	1977-1981	183
26901	Rhipicephalus guilhoni	Mali	not given	14.4415	-4.7472	M2	not individually recorded	1977-1981	183
26902	Rhipicephalus guilhoni	Mali	not given	13.9457	-4.9267	M2	not individually recorded	1977-1981	183
26903	Rhipicephalus guilhoni	Mali	not given	13.9796	-5.7338	M2	not individually recorded	1977-1981	183
26904	Rhipicephalus guilhoni	Mali	not given	14.0011	-5.975	M2	not individually recorded	1977-1981	183
26905	Rhipicephalus guilhoni	Mali	not given	13.6615	-6.248	M2	not individually recorded	1977-1981	183
26906	Rhipicephalus guilhoni	Mali	not given	12.5796	-7.6158	M2	not individually recorded	1977-1981	183
26907	Rhipicephalus guilhoni	Mali	not given	10.351	-7.895	M2	not individually recorded	1977-1981	183
26908	Rhipicephalus guilhoni	Mali	not given	10.362	-7.925	M2	not individually recorded	1977-1981	183
26909	Rhipicephalus guilhoni	Mali	not given	13.779	-4.513	M2	not individually recorded	1977-1981	183
26910	Rhipicephalus guilhoni	Mali	not given	12.395	-7.523	M2	not individually recorded	1977-1981	183
26911	Rhipicephalus guilhoni	Mali	not given	12.191	-11.182	M2	not individually recorded	1977-1981	183
26912	Rhipicephalus guilhoni	Mali	not given	12.576	-9.587	M2	not individually recorded	1977-1981	183
26913	Rhipicephalus guilhoni	Mali	not given	12.429	-11.197	M2	not individually recorded	1977-1981	183
26914	Rhipicephalus guilhoni	Mali	not given	12.584	-11.423	M2	not individually recorded	1977-1981	183
26915	Rhipicephalus guilhoni	Senegal	Bandia	14.61666667	-17.03333333	G1	"cattle, goats"	1987-1989	212
26916	Rhipicephalus guilhoni	Senegal	Dahra (Dara)	15.35	-15.48333333	G1	sheep	1987-1989	212
26917	Rhipicephalus guilhoni	Senegal	Niayes (Niayes Forest coords)	15.41666667	16.7	G2	goats	1987-1989	212
26918	Rhipicephalus guilhoni	Senegal	Yonofere	15.26666667	-14.46666667	G1	sheep	1987-1989	212
26919	Rhipicephalus humeralis	Kenya	Isiolo	0.35	37.58333333	G1	not individually recorded	before 1974	203
26920	Rhipicephalus humeralis	Kenya	Karawa	-2.633333333	40.2	G1	not individually recorded	before 1974	203
26921	Rhipicephalus humeralis	Kenya	Kiboko	-2.183333333	37.71666667	G1	not individually recorded	before 1974	203
26922	Rhipicephalus humeralis	Kenya	Kibwezi	-2.416666667	37.96666667	G1	not individually recorded	before 1974	203
26923	Rhipicephalus humeralis	Kenya	Kikumini	-1.783333333	37.73333333	G1	not individually recorded	before 1974	203
26924	Rhipicephalus humeralis	Kenya	Kipini	-2.533333333	40.51666667	G1	not individually recorded	before 1974	203
26925	Rhipicephalus humeralis	Kenya	Lamu	-2.266666667	39.1	A1	cattle	1907	360
26926	Rhipicephalus humeralis	Kenya	Mackinnon road	-3.733333333	39.05	G1	not individually recorded	before 1974	203
26927	Rhipicephalus humeralis	Kenya	Mambosasa	-2.383333333	40.53333333	G1	not individually recorded	before 1974	203
26928	Rhipicephalus humeralis	Kenya	Mariakani	-3.866666667	39.46666667	G1	not individually recorded	before 1974	203
26929	Rhipicephalus humeralis	Kenya	Mariwinyi	-3.433333333	38.51666667	G1	not individually recorded	before 1974	203
26930	Rhipicephalus humeralis	Kenya	Mto Pamamba	-2.783333333	40.15	G1	not individually recorded	before 1974	203
26931	Rhipicephalus humeralis	Kenya	not given	0.3428	37.577	M1	not individually recorded	1930-1966	203
26932	Rhipicephalus humeralis	Kenya	not given	-0.5821	37.8382	M1	not individually recorded	1930-1966	203
26933	Rhipicephalus humeralis	Kenya	not given	-0.8839	37.4729	M1	not individually recorded	1930-1966	203
26934	Rhipicephalus humeralis	Kenya	not given	-0.9583	37.7067	M1	not individually recorded	1930-1966	203
26935	Rhipicephalus humeralis	Kenya	not given	-1.0818	37.6818	M1	not individually recorded	1930-1966	203
26936	Rhipicephalus humeralis	Kenya	not given	-1.0819	37.7621	M1	not individually recorded	1930-1966	203
26937	Rhipicephalus humeralis	Kenya	not given	-0.9351	38.0837	M1	not individually recorded	1930-1966	203
26938	Rhipicephalus humeralis	Kenya	not given	-1.3198	37.6349	M1	not individually recorded	1930-1966	203
26939	Rhipicephalus humeralis	Kenya	not given	-1.4058	37.7022	M1	not individually recorded	1930-1966	203
26940	Rhipicephalus humeralis	Kenya	not given	-1.4317	37.8979	M1	not individually recorded	1930-1966	203
26941	Rhipicephalus humeralis	Kenya	not given	-1.5462	37.7605	M1	not individually recorded	1930-1966	203
26942	Rhipicephalus humeralis	Kenya	not given	-1.6382	37.8688	M1	not individually recorded	1930-1966	203
26943	Rhipicephalus humeralis	Kenya	not given	-1.7094	37.9548	M1	not individually recorded	1930-1966	203
26944	Rhipicephalus humeralis	Kenya	not given	-1.7234	38.0869	M1	not individually recorded	1930-1966	203
26945	Rhipicephalus humeralis	Kenya	not given	-1.7979	37.6235	M1	not individually recorded	1930-1966	203
26946	Rhipicephalus humeralis	Kenya	not given	-1.8069	37.7155	M1	not individually recorded	1930-1966	203
26947	Rhipicephalus humeralis	Kenya	not given	-1.9324	37.7875	M1	not individually recorded	1930-1966	203
26948	Rhipicephalus humeralis	Kenya	not given	-2.0885	37.786	M1	not individually recorded	1930-1966	203
26949	Rhipicephalus humeralis	Kenya	not given	-2.1961	37.6975	M1	not individually recorded	1930-1966	203
26950	Rhipicephalus humeralis	Kenya	not given	-2.1594	37.6095	M1	not individually recorded	1930-1966	203
26951	Rhipicephalus humeralis	Kenya	not given	-2.3029	37.8127	M1	not individually recorded	1930-1966	203
26952	Rhipicephalus humeralis	Kenya	not given	-2.144	37.9533	M1	not individually recorded	1930-1966	203
26953	Rhipicephalus humeralis	Kenya	not given	-2.1482	38.0737	M1	not individually recorded	1930-1966	203
26954	Rhipicephalus humeralis	Kenya	not given	-2.0761	38.1464	M1	not individually recorded	1930-1966	203
26955	Rhipicephalus humeralis	Kenya	not given	-2.0723	38.2051	M1	not individually recorded	1930-1966	203
26956	Rhipicephalus humeralis	Kenya	not given	-2.2806	38.1222	M1	not individually recorded	1930-1966	203
26957	Rhipicephalus humeralis	Kenya	not given	-2.3793	38.0944	M1	not individually recorded	1930-1966	203
26958	Rhipicephalus humeralis	Kenya	not given	-2.3397	38.0045	M1	not individually recorded	1930-1966	203
26959	Rhipicephalus humeralis	Kenya	not given	-2.4315	37.9435	M1	not individually recorded	1930-1966	203
26960	Rhipicephalus humeralis	Kenya	not given	-1.2251	40.791	M1	not individually recorded	1930-1966	203
26961	Rhipicephalus humeralis	Kenya	not given	-3.1784	38.7819	M1	not individually recorded	1930-1966	203
26962	Rhipicephalus humeralis	Kenya	not given	-3.3708	38.5992	M1	not individually recorded	1930-1966	203
26963	Rhipicephalus humeralis	Kenya	not given	-3.4457	38.5059	M1	not individually recorded	1930-1966	203
26964	Rhipicephalus humeralis	Kenya	not given	-3.7448	39.0404	M1	not individually recorded	1930-1966	203
26965	Rhipicephalus humeralis	Kenya	not given	-3.655	39.1465	M1	not individually recorded	1930-1966	203
26966	Rhipicephalus humeralis	Kenya	not given	-3.8649	39.508	M1	not individually recorded	1930-1966	203
26967	Rhipicephalus humeralis	Kenya	not given	-3.5413	39.8528	M1	not individually recorded	1930-1966	203
26968	Rhipicephalus humeralis	Kenya	not given	-3.3841	39.7261	M1	not individually recorded	1930-1966	203
26969	Rhipicephalus humeralis	Kenya	not given	-2.786	40.1129	M1	not individually recorded	1930-1966	203
26970	Rhipicephalus humeralis	Kenya	not given	-2.6379	40.2192	M1	not individually recorded	1930-1966	203
26971	Rhipicephalus humeralis	Kenya	not given	-2.4072	40.5176	M1	not individually recorded	1930-1966	203
26972	Rhipicephalus humeralis	Kenya	not given	-2.4429	40.637	M1	not individually recorded	1930-1966	203
26973	Rhipicephalus humeralis	Kenya	S of Galana River	-3.166666667	38.78333333	A1	not individually recorded	before 1974	203
26974	Rhipicephalus humeralis	Kenya	Thika/Tana River confluence	-0.883333333	37.46666667	G1	not individually recorded	before 1974	203
26975	Rhipicephalus humeralis	Kenya	Voi	-3.383333333	38.56666667	G1	not individually recorded	before 1974	203
26976	Rhipicephalus humeralis	Kenya	W of Lake Mukunguya	-2.416666667	40.66666667	G2	not individually recorded	before 1974	203
26977	Rhipicephalus humeralis	Kenya	W of Vitengeni	-3.366666667	39.7	G2	not individually recorded	before 1974	203
26978	Rhipicephalus humeralis	Kenya	Yatta Plains	-2	38	G1	not individually recorded	before 1962	193
26979	Rhipicephalus humeralis	Somalia	Matagoi	1.983333333	43.13333333	G1	not individually recorded	before 1962	193
26980	Rhipicephalus humeralis	Somalia	Mogadiscio	2.066666667	45.36666667	G1	not recorded	before 1934	272
26981	Rhipicephalus humeralis	Somalia	Uarsciek (=Warshiikh)	2.3	45.8	G1	not individually recorded	before 1962	193
26982	Rhipicephalus humeralis	Tanzania	Makami	-4.583333333	35.73333333	A1	rhinoceros	1952-1964	224
26983	Rhipicephalus humeralis	Tanzania	Manyoni	-5.75	34.85	A1	not individually recorded	before 1962	193
26984	Rhipicephalus humeralis	Tanzania	Misima	-5.4	38.15	A1	rhinoceros	1952-1964	224
26985	Rhipicephalus humeralis	Tanzania	Mwembe	-4.183333333	37.85	A1	rhinoceros	1952-1964	224
26986	Rhipicephalus humeralis	Tanzania	near Manyoni	-5.9	34.83333333	A2	rhinoceros	1952-1964	224
26987	Rhipicephalus humeralis	Tanzania	Ol Kerian	-4.233333333	36.36666667	A1	rhinoceros	1952-1964	224
26988	Rhipicephalus hurti	Tanzania	Utete Forest Reserve	-8.016666667	37.26666667	A1	cattle	1910	360
26989	Rhipicephalus interventus	Malawi	"Ohilindi Village, near Kanyezi Hill"	-14.3	33.9833333	A1	cattle	1909	354
26990	Rhipicephalus interventus	Rwanda	Butare (formerly Astrida)	-2.6	29.7333333	A1	antelope	1952	354
26991	Rhipicephalus interventus	Tanzania	"Igula village, Ihimbu gunguli"	-7.83333333	35.78333333	A1	cattle	1960	354
26992	Rhipicephalus interventus	Tanzania	Kasherazi Village	-2.516666	30.8	A1	cattle	1960	354
26993	Rhipicephalus interventus	Tanzania	Ngorongoro Crater	-3.1666666	35.5833333	A1	Gazella granti	1961	354
26994	Rhipicephalus interventus	Uganda	"Katakwi prison, Teso"	1.9166666	33.95	A1	cattle	1967	354
26995	Rhipicephalus interventus	Uganda	"Kawoko-Masaka, Masaka District"	-0.5	31.583333	A1	cattle	1967	354
26996	Rhipicephalus interventus	Uganda	"Muko, Ankole (=Rushozi Dam)"	-0.4666666	30.75	A1	cattle	"1965, 1966"	354
26997	Rhipicephalus interventus	Uganda	"Ntusi, Masaka"	1.016666	31.25	A1	cattle	1966	354
26998	Rhipicephalus interventus	Uganda	Queen Elizabeth Park	-0.25	30	A1	Damaliscus lunatus topi	1961	354
26999	Rhipicephalus interventus	Uganda	"Ruizi, Ankole"	-0.6	30.7833	G1	cattle	"1965, 1966"	354
27000	Rhipicephalus interventus	Uganda	"Rushengere, Ankole"	-0.3333333	30.833333	A1	cattle	1966	354
27001	Rhipicephalus interventus	Uganda	"Rwenzori Nat. Park, Kasenyi"	-0.033333	30.133333	A2	Tragelaphus scriptus	1971	354
27002	Rhipicephalus interventus	Uganda	"W. Mako, Masaka"	0.13333	31.166666	A1	cattle	1967	354
27003	Rhipicephalus interventus	Zambia	Balmoral	-15.533333	28.2	A1	dog	1980	354
27004	Rhipicephalus interventus	Zambia	Chipangali (stream coords)	-13.23333	32.7166666	G2	Raphicerus melanotis	1962	354
27005	Rhipicephalus interventus	Zambia	"K.R.A., Mumbwa"	-15.0833333	26.7	A1	cattle	1980-1981	354
27006	Rhipicephalus interventus	Zambia	"Lutale, Mumbwa"	-15.266666	26.833333	A1	cattle	1980-1981	354
27007	Rhipicephalus interventus	Zambia	Mbala Ranch	-8.8333333	31.366666	A1	"cattle, sheep, dog"	1980	354
27008	Rhipicephalus interventus	Zambia	"Ngoma, Kafue Park"	-15.933333	25.95	A1	on grass	1981	354
27009	Rhipicephalus kochi group	Angola	Caputo	-8.5	14.75	G1	Syncerus caffer nanus	1953	295
27010	Rhipicephalus kochi group	Angola	Dembos	-8.716666667	14.45	G1	"Syncerus caffer nanus, leopard"	"1952, 1953"	295
27011	Rhipicephalus kochi group	Angola	Quibaxe	-8.5	14.6	G1	Syncerus caffer nanus	1952	295
27012	Rhipicephalus kochi group	Kenya	Aitong	-1.183333333	35.25	G1	not individually recorded	before 1974	203
27013	Rhipicephalus kochi group	Kenya	Burguret River	-0.133333333	37.1	G2	not individually recorded	before 1974	203
27014	Rhipicephalus kochi group	Kenya	Cedarwood Estate	0.1	35.35	A1	Phacochoerus aethiopicus	1929	360
27015	Rhipicephalus kochi group	Kenya	Daraja ya Munga	1.266666667	35.2	G1	not individually recorded	before 1974	203
27016	Rhipicephalus kochi group	Kenya	"Fripps' Farm, Kitale"	1.216666667	34.98333333	G1	not individually recorded	before 1974	203
27017	Rhipicephalus kochi group	Kenya	Kapenguria	1.233333333	35.11666667	G1	not individually recorded	before 1974	203
27018	Rhipicephalus kochi group	Kenya	"Kapolet Forest, W foot of Cherangany hills"	1.166666667	35.16666667	G1	not individually recorded	before 1974	203
27019	Rhipicephalus kochi group	Kenya	Karati Forest	-0.716666667	36.48333333	G1	not individually recorded	before 1962	193
27020	Rhipicephalus kochi group	Kenya	Karati Forest	-1.283333333	35.51666667	A1	Tragelaphus scriptus	1931	360
27021	Rhipicephalus kochi group	Kenya	Karati Forest	-1.283333333	35.51666667	A1	Phacochoerus aethiopicus	1931	360
27022	Rhipicephalus kochi group	Kenya	Karen	-1.333333333	36.7	G1	not individually recorded	before 1974	203
27023	Rhipicephalus kochi group	Kenya	Kibigori	-0.066666667	35.05	G1	oxen	before 1974	203
27024	Rhipicephalus kochi group	Kenya	Kijabe	-0.933333333	36.56666667	G1	not individually recorded	before 1974	203
27025	Rhipicephalus kochi group	Kenya	Kinjabe	-1.066666667	35.43333333	A1	cattle	1912	360
27026	Rhipicephalus kochi group	Kenya	Kipipiri	-0.433333333	36.51666667	G1	not individually recorded	before 1962	193
27027	Rhipicephalus kochi group	Kenya	Laikipia Plateau	0.416666667	36.75	G2	not individually recorded	before 1974	203
27028	Rhipicephalus kochi group	Kenya	Langata	-1.35	36.73333333	G1	not individually recorded	before 1974	203
27029	Rhipicephalus kochi group	Kenya	Machakos	-3.516666667	37.26666667	G1	not individually recorded	before 1974	203
27030	Rhipicephalus kochi group	Kenya	Makutano	-0.066666667	35.65	G1	not individually recorded	before 1974	203
27031	Rhipicephalus kochi group	Kenya	Maragua	-1.216666667	36.86666667	A1	dog	1932	360
27032	Rhipicephalus kochi group	Kenya	Marania	0.083333333	37.45	G1	not individually recorded	before 1962	193
27033	Rhipicephalus kochi group	Kenya	Mau	-1.833333333	34.31666667	A1	cattle	1914	360
27034	Rhipicephalus kochi group	Kenya	Meru	0.05	37.65	G1	not individually recorded	before 1962	193
27035	Rhipicephalus kochi group	Kenya	Meru	0.05	37.65	G1	not individually recorded	before 1962	193
27036	Rhipicephalus kochi group	Kenya	"Misanga, near Bungoma"	0.566666667	34.56666667	G2	buffalo	before 1974	203
27037	Rhipicephalus kochi group	Kenya	Molo	-0.25	35.73333333	G1	not individually recorded	before 1974	203
27038	Rhipicephalus kochi group	Kenya	Muguga	-1.183333333	36.65	G1	not individually recorded	before 1974	203
27039	Rhipicephalus kochi group	Kenya	Naivasha	-0.716666667	36.43333333	G1	not individually recorded	before 1962	193
27040	Rhipicephalus kochi group	Kenya	Naivasha	-0.716666667	36.43333333	G1	not individually recorded	before 1962	193
27041	Rhipicephalus kochi group	Kenya	Naivasha	-1.283333333	35.56666667	A1	cattle	1921	360
27042	Rhipicephalus kochi group	Kenya	Nakuru	-0.283333333	36.06666667	G1	not individually recorded	before 1974	203
27043	Rhipicephalus kochi group	Kenya	Nakuru	-0.283333333	36.06666667	G1	not individually recorded	before 1962	193
27044	Rhipicephalus kochi group	Kenya	Nanyuki	0.016666667	37.06666667	G1	not individually recorded	before 1974	203
27045	Rhipicephalus kochi group	Kenya	Nanyuki	0.016666667	37.06666667	G1	not individually recorded	before 1962	193
27046	Rhipicephalus kochi group	Kenya	Ndabibi Estate	-0.733333333	36.2	G1	not individually recorded	before 1962	193
27047	Rhipicephalus kochi group	Kenya	Ndulele	-1.1	35.91666667	A1	cattle	1932	360
27048	Rhipicephalus kochi group	Kenya	Ngobit	-0.066666667	36.78333333	G1	not individually recorded	before 1974	203
